compound,auid,aurl,spacegroup_relax,Pearson_symbol_relax,ael_shear_modulus_hrv,ael_bulk_modulus_hrv
Ba2Pt2,aflow:4bda8bf3d5783087,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ba1Pt1_ICSD_55492,194,hP4,19.5758,49.9066
Ba2Pt4,aflow:7eebeef8950d49d3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ba1Pt2_ICSD_58675,227,cF24,35.958,104.2
Ba2S6,aflow:b9591503600010ee,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ba1S3_ICSD_23637,113,tP8,18.2228,33.116
Ba2Si2Zn2,aflow:3c46211a6b8a9e6f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ba1Si1Zn1_ICSD_106316,194,hP6,30.7112,43.152
Ba2Si46,aflow:4098d627b609f1c2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ba2Si46_ICSD_94262,223,cP48,49.8823,76.3611
Ba2Sn2,aflow:8437382e018f3a1f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ba1Sn1_ICSD_58678,63,oS8,15.1983,27.3335
Ba2Sn2Zn2,aflow:a14fffd4332d65fa,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ba1Sn1Zn1_ICSD_106317,194,hP6,23.7593,32.95
Ba2Te4,aflow:58d9a7827940d4c4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ba1Te2_ICSD_75555,140,tI12,13.5116,28.7108
Ba2Te6,aflow:0cf0aed63b5cc3c0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ba1Te3_ICSD_36366,113,tP8,14.0723,22.4111
Ba2Tl4,aflow:e9c6d477da9d6f7b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ba1Tl2_ICSD_58681,194,hP6,16.6733,25.5073
Ba2Zn26,aflow:a71ac540430807df,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ba1Zn13_ICSD_616172,226,cF112,48.9852,59.5111
Ba3Bi3Na3,aflow:450c44720658cd0d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ba1Bi1Na1_ICSD_413810,189,hP9,16.3729,24.0908
Ba3Cl6,aflow:bdc362fd57f037e0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ba1Cl2_ICSD_2190,189,hP9,12.8464,32.1526
Ba3Co3O6,aflow:7a951b3e8c6356a2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ba1Co1O2_ICSD_25813,152,hP12,30.5703,80.9096
Ba3I6,aflow:7d9b3b964beb3853,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ba1I2_ICSD_36210,189,hP9,7.30193,23.7531
Ba3Na3P3,aflow:fa5b64b1b6cf8843,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ba1Na1P1_ICSD_402227,189,hP9,22.1296,33.9479
Ba3O1Pb1,aflow:8059c15ef297632f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ba3O1Pb1_ICSD_100791,221,cP5,24.3443,34.4222
Ba3O1Sn1,aflow:ecb6504fa2a9c4ea,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ba3O1Sn1_ICSD_100792,221,cP5,25.4505,36.6278
Ba4Ca4Ge4,aflow:e394f16f4357075d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ba1Ca1Ge1_ICSD_52681,62,oP12,17.1729,30.2727
Ba4Ca4Pb4,aflow:84351a3c976236a8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ba1Ca1Pb1_ICSD_615799,62,oP12,15.7076,25.0016
Ba4Ca4Sn4,aflow:8fd3a834512ee153,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ba1Ca1Sn1_ICSD_58641,62,oP12,17.0805,26.8654
Ba4Ce4O12,aflow:96374e8c0f7547e2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ba1Ce1O3_ICSD_165826,62,oP20,51.8206,114.471
Ba4Cu8S8,aflow:5a82abb475fd41a4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ba1Cu2S2_ICSD_89573,62,oP20,30.8878,60.6648
Ba4Cu8Te8,aflow:7a8c8f17fddd7cfe,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ba1Cu2Te2_ICSD_51444,62,oP20,20.9396,48.9727
Ba4F12Pd2,aflow:cdd80b42cdffa73e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ba2F6Pd1_ICSD_88802,64,oS36,19.0581,51.5019
Ba4Ge4Pt4,aflow:d226f2bda7fcf6b8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ba1Ge1Pt1_ICSD_106309,198,cP12,22.1812,65.4151
Ba4Ge8P8,aflow:4821b17f7b370cb9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ba1Ge2P2_ICSD_26416,105,tP20,29.9953,48.2262
Ba4Ge8S20,aflow:ab2c00ed1393bac9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ba2Ge4S10_ICSD_66868,227,cF128,12.9813,26.7944
Ba4Hg4S8,aflow:b1b76758a64dac8a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ba1Hg1S2_ICSD_32648,26,oP16,16.3562,34.542
Ba4Hg8Tl8,aflow:a2d550bade29107a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ba1Hg2Tl2_ICSD_260392,136,tP20,10.5752,29.6644
Ba4Ir4P4,aflow:be4f0a37485bdcb8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ba1Ir1P1_ICSD_73529,198,cP12,34.7835,92.7733
Ba4Mn4O12,aflow:520fbf59d2c57d48,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ba1Mn1O3_ICSD_23874,194,hP20,67.6223,108.868
Ba4O12Ru4,aflow:dad7d9666c8ceb25,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ba1O3Ru1_ICSD_84652,194,hP20,47.2584,108.28
Ba4P4Pt4,aflow:14162476a8a3a709,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ba1P1Pt1_ICSD_59191,198,cP12,30.5917,80.8003
Ba4Pd4Si4,aflow:668776793f186c5c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ba1Pd1Si1_ICSD_616034,198,cP12,23.8532,61.8827
Ba4Pt4Si4,aflow:8689f9ff6a8606e2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ba1Pt1Si1_ICSD_604438,198,cP12,28.6621,73.2331
Ba4S12Zr4,aflow:85d0b50d191cbaaf,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ba1S3Zr1_ICSD_165977,62,oP20,32.6506,69.8032
Ba4Sb2,aflow:fab61846b1f5c182,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ba2Sb1_ICSD_41837,139,tI12,14.4154,22.9009
Ba4Si8,aflow:571d2fe1358582e6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ba1Si2_ICSD_2218,212,cP12,31.8423,52.5056
Ba6Bi2N2,aflow:95ba55b28f7c6bc1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ba3Bi1N1_ICSD_152055,194,hP10,6.21805,24.6915
Ba6C60,aflow:1dd6dacf9f704c70,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Ba6C60_ICSD_70062,204,cI132,40.5092,72.8563
Ba6Cr2N6,aflow:5ffe41ffabba6d50,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ba3Cr1N3_ICSD_154802,176,hP14,18.675,27.3012
Ba6Cr2S10,aflow:eef01ad888d92aa8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ba3Cr1S5_ICSD_97539,185,hP18,20.198,40.7708
Ba6Ge10,aflow:918c033aad3e4407,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ba3Ge5_ICSD_167163,63,oS32,23.233,36.5866
Ba6Mg23,aflow:e5a9323a46d01884,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ba6Mg23_ICSD_109225,225,cF116,14.9616,24.8222
Ba6Mn2N6,aflow:bb6d369f4c5192ad,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ba3Mn1N3_ICSD_80771,176,hP14,21.7628,33.9701
Ba6O10Si2,aflow:3c5c4e212c7f9076,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ba3O5Si1_ICSD_1449,140,tI36,38.8989,73.1814
Ba6O18Ti6,aflow:6ed18cf9e58d0bfb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ba1O3Ti1_ICSD_164386,194,hP30,78.7046,136.554
Ba6P8,aflow:23c79c4a50ec0484,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCF/Ba3P4_ICSD_38322,43,oF56,18.9025,33.6777
Ba6Pb10,aflow:093eac89f3019431,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ba3Pb5_ICSD_165184,63,oS32,15.0369,26.5783
Ba6S10Ti2,aflow:9622542b97edf80c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ba3S5Ti1_ICSD_203087,140,tI36,20.6913,37.2494
Ba6Si46,aflow:66cb7bd138ea245e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ba6Si46_ICSD_94263,223,cP52,47.1636,76.6944
Ba6Sn10,aflow:3dfa4e99c09c8f5c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ba3Sn5_ICSD_411980,63,oS32,17.2188,29.4589
Ba8Bi6,aflow:6d4bd5e199f2bded,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Ba4Bi3_ICSD_96943,220,cI28,11.4162,25.0778
Ba8Ge4,aflow:9bf8a506c5f16d2c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ba2Ge1_ICSD_25351,62,oP12,11.3366,21.8514
Ba8Si4,aflow:f4a14c21af9e4959,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ba2Si1_ICSD_41755,62,oP12,11.7094,21.9433
Ba8Si46,aflow:b7b2d144fc5e6d89,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ba8Si46_ICSD_153685,223,cP54,36.4869,72.9111
Ba8Sn4,aflow:9e9071780449728b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ba2Sn1_ICSD_416562,62,oP12,9.79127,19.5583
Be1Co1,aflow:b3e8d1368b95ed0d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Be1Co1_ICSD_150619,221,cP2,117.658,191.517
Be1Cs1F3,aflow:b1316711edbc2adc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Be1Cs1F3_ICSD_290357,221,cP5,3.32873,79.5611
Be1Cu1,aflow:8b68efcc9664701f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Be1Cu1_ICSD_58700,221,cP2,52.6838,139.489
Be1H3Na1,aflow:e16aee5c2336703f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Be1H3Na1_ICSD_158250,221,cP5,45.9083,60.8333
Be1Ni1,aflow:a0941ceddfbf4b14,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Be1Ni1_ICSD_58726,221,cP2,97.7378,185.756
Be1O1,aflow:c316b8d2b8b69038,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be1O1_ICSD_162676,225,cF8,100.672,241.178
Be1O1,aflow:db1f17a6f945c29b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be1O1_ICSD_163467,216,cF8,143.353,207.65
Be1Pd1,aflow:12bd382821f39684,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Be1Pd1_ICSD_58728,221,cP2,21.6127,167.744
Be1Pd2,aflow:859d0f1b6c94e526,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Be1Pd2_ICSD_107609,139,tI6,52.4942,158.252
Be1Rh1,aflow:0d4c2a40fe143a57,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Be1Rh1_ICSD_58734,221,cP2,86.4856,208.917
Be1S1,aflow:6729a4957d69091a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be1S1_ICSD_183373,216,cF8,63.844,92.2056
Be1S1,aflow:c353667ba8b2596c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be1S1_ICSD_52719,225,cF8,78.1092,107.2
Be1Se1,aflow:213c549ca0805a87,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be1Se1_ICSD_52720,225,cF8,63.7229,87.95
Be1Se1,aflow:ac6b5aceace8d8aa,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be1Se1_ICSD_183374,216,cF8,51.2861,74.8944
Be1Te1,aflow:71f2b452c887d0bd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be1Te1_ICSD_52722,225,cF8,39.3578,66.7111
Be1Te1,aflow:9c841f4bebd25fd6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be1Te1_ICSD_183375,216,cF8,38.7741,56.5556
Be1Ti1,aflow:84c6b834bbe39799,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Be1Ti1_ICSD_58743,221,cP2,59.4893,121.844
Be24N16,aflow:8204362754020838,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Be3N2_ICSD_412667,206,cI80,185.904,214.235
Be24P16,aflow:473d6cf16feebd74,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Be3P2_ICSD_616384,206,cI80,69.4265,91.8667
Be26Ca2,aflow:ae212ec034e7c653,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be13Ca1_ICSD_58692,226,cF112,122.155,94.9278
Be26Ce2,aflow:127d327c78337a6b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be13Ce1_ICSD_108099,226,cF112,129.103,112.539
Be26Dy2,aflow:b7b87b545942b8b9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be13Dy1_ICSD_58707,226,cF112,122.778,112.367
Be26Er2,aflow:51715da4e7415591,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be13Er1_ICSD_603924,226,cF112,122.266,113.156
Be26Hf2,aflow:0bdcb21b070ee9c8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be13Hf1_ICSD_150775,226,cF112,140.551,125.944
Be26Ho2,aflow:e3977bd14545293c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be13Ho1_ICSD_616296,226,cF112,122.675,112.861
Be26La2,aflow:9f91094658af1ae5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be13La1_ICSD_616302,226,cF112,110.344,105.761
Be26Lu2,aflow:181c3843c017b3a3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be13Lu1_ICSD_616321,226,cF112,120.888,113.161
Be26Mg2,aflow:a513c57b276194cc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be13Mg1_ICSD_58713,226,cF112,93.8944,98.7111
Be26Pa2,aflow:c3b5e3caace107e2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be13Pa1_ICSD_616385,226,cF112,128.423,124.417
Be26Sb2,aflow:bcffe2cd231ff59a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be13Sb1_ICSD_834,226,cF112,77.4129,100.278
Be26Sc2,aflow:6581a5fa5b7c456a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be13Sc1_ICSD_616416,226,cF112,114.083,111.739
Be26Sr2,aflow:d73b0934ea26239d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be13Sr1_ICSD_58737,226,cF112,115.87,94.7722
Be26Tb2,aflow:9b25336a7cbe2ca1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be13Tb1_ICSD_108888,226,cF112,122.31,111.833
Be26Th2,aflow:5b8a2c2cb85a2929,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be13Th1_ICSD_58740,226,cF112,118.252,117.35
Be26U2,aflow:84d417c7b9f487f9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be13U1_ICSD_107528,226,cF112,138.096,123.556
Be26Zr2,aflow:286acac732fe4ad8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be13Zr1_ICSD_58758,226,cF112,140.067,123.939
Be2C1,aflow:378e092c24555651,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be2C1_ICSD_183009,225,cF12,229.327,207.489
Be2C2N4,aflow:e0243b1db258ed09,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Be1C1N2_ICSD_181041,122,tI16,280.549,315.504
Be2Hf1,aflow:ba24c7d4fdf2198e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Be2Hf1_ICSD_58710,191,hP3,100.25,128.173
Be2Hf2,aflow:6fd30ea64b36137a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Be1Hf1_ICSD_616286,63,oS8,57.0369,125.637
Be2Hf2Si2,aflow:40fc12ea1012ee6e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Be1Hf1Si1_ICSD_108103,194,hP6,117.259,145.672
Be2Li2P2,aflow:3d6a13a697be6ee5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Be1Li1P1_ICSD_616316,129,tP6,39.726,62.0942
Be2Li2Sb2,aflow:35246e62d761d918,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Be1Li1Sb1_ICSD_100114,186,hP6,46.7172,55.2034
Be2Mo6,aflow:3c1fc15dfd5cabac,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Be1Mo3_ICSD_58715,223,cP8,98.4724,223.556
Be2N4Si2,aflow:15717f6d60d159de,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Be1N2Si1_ICSD_44112,122,tI16,164.389,221.348
Be2Na2Sb2,aflow:469d710a3c8090f4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Be1Na1Sb1_ICSD_100092,194,hP6,19.2984,28.7725
Be2O2,aflow:37fc98b9f1d34d7c,aflowlib.duke.edu:AFLOWDATA/LIB2_RAW/Be_svO/AB_hP4_186_b_b-001.AB,186,hP4,154.158,208.295
Be2O2,aflow:ed51b7b3938f117f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Be1O1_ICSD_15620,186,hP4,154.487,205.993
Be2Pd6,aflow:dfe0fcbefecf7b14,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Be1Pd3_ICSD_107610,63,oS16,32.7066,157.675
Be2Si1,aflow:de5897093b42c24b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be2Si1_ICSD_183010,225,cF12,44.2054,98.7278
Be2Ta4,aflow:70cb036266453cff,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Be1Ta2_ICSD_58738,140,tI12,122.235,186.672
Be2Zn26,aflow:3d4b6ad5b61b11ab,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be1Zn13_ICSD_174029,226,cF112,21.4825,61.0111
Be2Zr1,aflow:8e9c46d490db8bb3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Be2Zr1_ICSD_58756,191,hP3,93.1441,119.907
Be44Mo2,aflow:f4c7b6df9a43c7da,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be22Mo1_ICSD_58718,227,cF184,149.54,130.806
Be44Re2,aflow:3bf25c232d2dd4e9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be22Re1_ICSD_150540,227,cF184,151.699,136.306
Be44Tc2,aflow:99ff54e5e9345a4a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be22Tc1_ICSD_616438,227,cF184,150.104,133.317
Be44W2,aflow:85bb846caa383021,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be22W1_ICSD_58755,227,cF184,151.756,133.083
Be4C4N8,aflow:a1c3422f6f6a1056,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Be1C1N2_ICSD_181042,33,oP16,290.039,310.156
Be4Ca2N4,aflow:f5a1a141caf92326,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Be4Ca2N4_ICSD_413357,140,tI20,48.3368,91.3816
Be4Cu2,aflow:31491dde12d77d75,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be2Cu1_ICSD_58701,227,cF24,119.88,131.006
Be4N4Sr2,aflow:2c75a9327fd2228c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Be4N4Sr2_ICSD_413356,140,tI20,61.3155,91.3371
Be4N8Si4,aflow:9f66b3161bbcc27d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Be1N2Si1_ICSD_25704,33,oP16,172.249,218.681
Be4Nb6,aflow:54d192a65c37fe6e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Be2Nb3_ICSD_58722,127,tP10,81.7938,165.518
Be4O4,aflow:c8cff231c8082848,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Be1O1_ICSD_18147,136,tP8,133.775,194.938
Be4Ta2,aflow:6141f4659a8174fc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be2Ta1_ICSD_58739,227,cF24,126.919,165.672
Be4Ta6,aflow:9b24a73c16356e8e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Be2Ta3_ICSD_616431,127,tP10,107.647,183.062
Be4Ti2,aflow:c6601606af69527b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be2Ti1_ICSD_58744,227,cF24,107.975,119.689
Be5Co1,aflow:409d27be6859648a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be5Co1_ICSD_616209,216,cF24,128.132,147.672
Be5Fe1,aflow:69921200781a42ea,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be5Fe1_ICSD_616267,216,cF24,124.529,116.528
Be5Hf1,aflow:9935daabda2d9ae8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Be5Hf1_ICSD_58712,191,hP6,105.073,129.23
Be5Pd1,aflow:a39b28d260fb0f68,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be5Pd1_ICSD_58729,216,cF24,123.109,143.511
Be5Pt1,aflow:cb689d978d360a3a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be5Pt1_ICSD_616395,216,cF24,153.989,163.983
Be5Sc1,aflow:72ec133961a70c20,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Be5Sc1_ICSD_58736,191,hP6,99.0771,106.806
Be6Cl12,aflow:7d8a11e29070e58c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Be1Cl2_ICSD_173561,217,cI36,10.6483,11.6333
Be6F12,aflow:57e8275b6787e4d9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Be1F2_ICSD_173557,217,cI36,20.1755,8.97033
Be6N4,aflow:77c1db08e0f04814,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Be3N2_ICSD_25656,194,hP10,176.848,211.013
Be6P4,aflow:0b01214ece74b40a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Be3P2_ICSD_187677,224,cP10,79.2267,99.75
Be8Cs4F20,aflow:3d1c2be852391d03,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Be2Cs1F5_ICSD_2801,213,cP32,3.42128,24.2
Be8Fe4,aflow:7ed1a29173747f10,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Be2Fe1_ICSD_106318,194,hP12,122.302,125.266
Be8Re4,aflow:7c8e5aa985c32506,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Be2Re1_ICSD_58732,194,hP12,173.773,239.657
Be8V4,aflow:745e6ff7fed1f683,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Be2V1_ICSD_58752,194,hP12,132.515,149.894
Be8W4,aflow:bdd9a6f275041001,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Be2W1_ICSD_58754,194,hP12,167.725,216.052
Bi1,aflow:27bbd51ad4827863,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Bi1_ICSD_52724,221,cP1,10.4779,49.4889
Bi10La6Mg2,aflow:32e1b4a32d8eea59,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Bi5La3Mg1_ICSD_415727,193,hP18,12.515,50.4043
Bi10La6Sc2,aflow:0d36cbf7fb265ac7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Bi5La3Sc1_ICSD_416609,193,hP18,25.2874,53.0958
Bi12Ni4,aflow:b3f5b208353f7d60,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Bi3Ni1_ICSD_391336,62,oP16,12.9016,42.9538
Bi16O24,aflow:7f08b280bb028857,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Bi2O3_ICSD_168813,206,cI80,25.5881,107.948
Bi1Ca3N1,aflow:4fadebde4690b7f0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Bi1Ca3N1_ICSD_106320,221,cP5,46.598,54.1722
Bi1Co1O3,aflow:3a16d453a47dec9e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Bi1Co1O3_ICSD_157833,99,tP5,13.8315,68.7131
Bi1Co1Zr1,aflow:bef60f5771d9c8ec,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi1Co1Zr1_ICSD_107120,216,cF12,60.1781,122.572
Bi1Cu1Mg1,aflow:50276ae3b555fe66,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi1Cu1Mg1_ICSD_58774,216,cF12,25.8589,58.2944
Bi1Dy1,aflow:4dcf1adffdb1e365,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi1Dy1_ICSD_58778,225,cF8,27.7642,55.6333
Bi1Dy1Ni1,aflow:67d183a9e1a39d6a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi1Dy1Ni1_ICSD_58779,216,cF12,47.976,81.3778
Bi1Dy1Pd1,aflow:f69858831f64c836,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi1Dy1Pd1_ICSD_616637,216,cF12,36.1122,80.2444
Bi1Dy1Pt1,aflow:99381ab3810479e9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi1Dy1Pt1_ICSD_58780,216,cF12,40.8032,92.2056
