compound,auid,aurl,spacegroup_relax,Pearson_symbol_relax,ael_shear_modulus_hrv,ael_bulk_modulus_hrv
C5Mo1Nb1Ta1V1W1,aflow:0371a1140f258839,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_02_H0C1,160,hR10,190.433,309.563
C5Mo1Nb1Ta1V1W1,aflow:0b62571fa9065444,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_10_H0C10,160,hR10,188.305,306.837
C5Mo1Nb1Ta1V1W1,aflow:0f15467ea517bd7f,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_25_H2C0,8,mS20,175.057,313.635
C5Mo1Nb1Ta1V1W1,aflow:0f85170ba638a767,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_38_H3C1,107,tI20,188.294,316.988
C5Mo1Nb1Ta1V1W1,aflow:1690c35ea24cfdc1,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_41_H3C4,107,tI20,183.839,314.058
C5Mo1Nb1Ta1V1W1,aflow:1ae80e141616c0eb,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_32,8,mS20,176.182,277.443
C5Mo1Nb1Ta1V1W1,aflow:1c1bd83edd6ec0e2,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_19_H1C6,44,oI20,184.924,316.634
C5Mo1Nb1Ta1V1W1,aflow:2007b57477fb8299,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_09,107,tI20,187.965,322.226
C5Mo1Nb1Ta1V1W1,aflow:224c590d4e94fdb1,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_18,107,tI20,184.208,314.898
C5Mo1Nb1Ta1V1W1,aflow:28b9e1ddb6bd1cce,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_22_H1C10,44,oI20,182.107,325.667
C5Mo1Nb1Ta1V1W1,aflow:29b995658afe80a9,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_17_H1C4,44,oI20,182.091,324.917
C5Mo1Nb1Ta1V1W1,aflow:2f1956717981e935,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_13,107,tI20,182.805,316.267
C5Mo1Nb1Ta1V1W1,aflow:30552d94f2417b5e,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_17,160,hR10,183.478,295.301
C5Mo1Nb1Ta1V1W1,aflow:315c56f701853ed7,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_07,107,tI20,183.986,318.723
C5Mo1Nb1Ta1V1W1,aflow:32ee67bc717fe1a9,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_05_H0C4,160,hR10,187.35,305.76
C5Mo1Nb1Ta1V1W1,aflow:3652308318743524,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_09_H0C8,160,hR10,183.445,296.849
C5Mo1Nb1Ta1V1W1,aflow:3feccd989284ac27,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_04_H0C3,160,hR10,194.304,310.203
C5Mo1Nb1Ta1V1W1,aflow:3fa47a4750a7688d,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_14,160,hR10,183.102,293.041
C5Mo1Nb1Ta1V1W1,aflow:457fb998dd06d0e6,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_48_H3C14,107,tI20,179.585,323.085
C5Mo1Nb1Ta1V1W1,aflow:468f0c43d726ffe0,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_39,44,oI20,181.8,309.147
C5Mo1Nb1Ta1V1W1,aflow:48d6c3edd13dcf89,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_21,44,oI20,182.581,327.182
C5Mo1Nb1Ta1V1W1,aflow:4ac7fb9cffb97a5e,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_45,8,mS20,174.965,312.447
C5Mo1Nb1Ta1V1W1,aflow:4e8f15df0aad1b14,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_12,160,hR10,163.87,300.353
C5Mo1Nb1Ta1V1W1,aflow:4e3153eeae088495,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_29,44,oI20,182.949,322.813
C5Mo1Nb1Ta1V1W1,aflow:4f1127868aa4f9b4,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_11,107,tI20,187.024,317.904
C5Mo1Nb1Ta1V1W1,aflow:502b6b1303298554,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_21_H1C8,44,oI20,177.482,321.186
C5Mo1Nb1Ta1V1W1,aflow:513119ac67b55d0f,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_43,8,mS20,164.689,314.38
C5Mo1Nb1Ta1V1W1,aflow:53e3cb1b47da8984,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_11_H0C12,160,hR10,151.212,322.373
C5Mo1Nb1Ta1V1W1,aflow:5eb2c813c1faf370,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_13_H1C0,44,oI20,185.651,320.04
C5Mo1Nb1Ta1V1W1,aflow:61f56ff730bc297c,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_36,8,mS20,176.34,319.222
C5Mo1Nb1Ta1V1W1,aflow:628971e98d428585,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_42,44,oI20,177.678,319.539
C5Mo1Nb1Ta1V1W1,aflow:63d9fa08cfb20965,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_46_H3C10,107,tI20,183.209,317.855
C5Mo1Nb1Ta1V1W1,aflow:652f465ca00585f0,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_24,44,oI20,187.025,319.914
C5Mo1Nb1Ta1V1W1,aflow:673e0267f5866c6c,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_12_H0C14,160,hR10,165.987,311.475
C5Mo1Nb1Ta1V1W1,aflow:69b21f7f143ce2e4,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_06_H0C5,160,hR10,191.791,308.479
C5Mo1Nb1Ta1V1W1,aflow:6ee2b2ddca633000,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_43_H3C6,107,tI20,178.335,315.127
C5Mo1Nb1Ta1V1W1,aflow:750509db68c60d54,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_47,44,oI20,185.021,325.887
C5Mo1Nb1Ta1V1W1,aflow:77acfa86bd74aea3,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_37_H3C0,107,tI20,178.958,314.697
C5Mo1Nb1Ta1V1W1,aflow:7c13c6b855bac2cc,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_38,8,mS20,176.142,315.722
C5Mo1Nb1Ta1V1W1,aflow:7f376fa55ba48d9a,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_16,160,hR10,178.152,311.824
C5Mo1Nb1Ta1V1W1,aflow:7f85524554f2affb,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_41,8,mS20,168.552,316.243
C5Mo1Nb1Ta1V1W1,aflow:865feb6657a6cc85,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_40,8,mS20,97.402,269.974
C5Mo1Nb1Ta1V1W1,aflow:87560e349aa01801,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_37,8,mS20,178.072,317.352
C5Mo1Nb1Ta1V1W1,aflow:89dbb9190276da97,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_23_H1C12,44,oI20,180.316,317.027
C5Mo1Nb1Ta1V1W1,aflow:8f5bd6cae41e6545,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_36_H2C14,8,mS20,175.952,314.297
C5Mo1Nb1Ta1V1W1,aflow:908b5bf340f19ab2,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_02,160,hR10,191.418,311.55
C5Mo1Nb1Ta1V1W1,aflow:91e0ee3c2dbc0954,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_25,44,oI20,183.294,318.969
C5Mo1Nb1Ta1V1W1,aflow:949fa2bcd0c72d12,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_28_H2C3,8,mS20,548.609,276.491
C5Mo1Nb1Ta1V1W1,aflow:9a2df1dbbf47e9ba,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_20_H1C7,44,oI20,184.436,322.998
C5Mo1Nb1Ta1V1W1,aflow:9c41194227e2bd24,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_47_H3C12,107,tI20,177.399,310.583
C5Mo1Nb1Ta1V1W1,aflow:9c7f0bbe3c38f1c6,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_33,44,oI20,184.52,315.974
C5Mo1Nb1Ta1V1W1,aflow:9f266d383a2d72c4,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_05,160,hR10,194.951,310.94
C5Mo1Nb1Ta1V1W1,aflow:a1105f898afe6025,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_26,107,tI20,164.831,312.577
C5Mo1Nb1Ta1V1W1,aflow:a858e7b1122736f9,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_31_H2C6,8,mS20,176.11,309.464
C5Mo1Nb1Ta1V1W1,aflow:acee9681e80e873a,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_49_H4C0,8,mS20,172.253,326.076
C5Mo1Nb1Ta1V1W1,aflow:ac70089fb6e3992e,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_46,44,oI20,177.054,316.012
C5Mo1Nb1Ta1V1W1,aflow:adf48e9445958d77,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_33_H2C8,8,mS20,176.291,275.598
C5Mo1Nb1Ta1V1W1,aflow:b0f0859700edf841,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_42_H3C5,107,tI20,186.019,315.158
C5Mo1Nb1Ta1V1W1,aflow:b1b5f332f67a64a3,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_34,8,mS20,178.536,276.657
C5Mo1Nb1Ta1V1W1,aflow:b175a47f3d8ba4e1,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_15_H1C2,44,oI20,177.498,316.517
C5Mo1Nb1Ta1V1W1,aflow:b2d7ae79f17ef8b3,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_01,160,hR10,150,324.871
C5Mo1Nb1Ta1V1W1,aflow:b3e7570b5717ce6d,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_08,160,hR10,174.762,299.263
C5Mo1Nb1Ta1V1W1,aflow:b8347d1a0b9ff2a4,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_06,107,tI20,170.618,311.2
C5Mo1Nb1Ta1V1W1,aflow:b9836167847dc185,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_03,160,hR10,188.037,306.743
C5Mo1Nb1Ta1V1W1,aflow:bad6b32ef95ca9bc,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_32_H2C7,8,mS20,168.607,316.28
C5Mo1Nb1Ta1V1W1,aflow:bb6a2bdce5ff5dac,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_39_H3C2,107,tI20,165.071,310.574
C5Mo1Nb1Ta1V1W1,aflow:bc60b6af6bee8da4,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_44_H3C7,107,tI20,187.744,318.617
C5Mo1Nb1Ta1V1W1,aflow:beee61da0c9ba080,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_18_H1C5,44,oI20,184.625,324.874
C5Mo1Nb1Ta1V1W1,aflow:c1cf46ca55c095f1,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_14_H1C1,44,oI20,187.066,320.928
C5Mo1Nb1Ta1V1W1,aflow:c2d13150ef8a2979,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_15,107,tI20,180.269,316.943
C5Mo1Nb1Ta1V1W1,aflow:c4e7b3c57a7fa040,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_24_H1C14,44,oI20,182.042,312.273
C5Mo1Nb1Ta1V1W1,aflow:c72b3cc0be53c18b,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_35_H2C12,8,mS20,174.866,314.611
C5Mo1Nb1Ta1V1W1,aflow:c89a8d4c3771ed96,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_19,160,hR10,192.128,309.237
C5Mo1Nb1Ta1V1W1,aflow:c87f0378555eda94,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_45_H3C8,107,tI20,164.614,312.867
C5Mo1Nb1Ta1V1W1,aflow:cbcd170c7d64e2c7,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CMo_pvNb_svTa_pvV_svW_pv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_16_H1C3,44,oI20,182.85,324.646
